[2025-05-27 18:39:08] [INFO    ] discord.client: logging in using static token
[2025-05-27 18:39:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'premium_progress_bar_enabled': False, 'stage_instances': [], 'default_message_notifications': 0, 'members': [{'user': {'username': 'Secretary Kim 2.0', 'public_flags': 0, 'primary_guild': None, 'id': '1375222840340774994', 'global_name': None, 'display_name': None, 'discriminator': '3142', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '203937427685ca37c5fb981f7fd96ff5'}, 'roles': ['1375234133051179142'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-22T22:09:28.053000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'max_stage_video_channel_users': 50, 'channels': [{'version': 0, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '756340071472562256', 'flags': 0}, {'version': 0, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '756340071472562257', 'flags': 0}, {'version': 0, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '756340071472562257', 'name': 'General', 'last_message_id': None, 'id': '756340071472562259', 'flags': 0, 'bitrate': 64000}, {'version': 0, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '756340071472562256', 'name': 'random', 'last_pin_timestamp': '2021-06-06T00:42:55+00:00', 'last_message_id': '1377083114903572603', 'id': '809995183562555433', 'flags': 0}, {'version': 0, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '841917730494873630', 'name': 'git-notes', 'last_pin_timestamp': '2021-06-06T04:04:10+00:00', 'last_message_id': '850948158674042880', 'id': '841917645073678336', 'flags': 0}, {'version': 0, 'type': 4, 'position': 1, 'permission_overwrites': [], 'name': 'notes', 'id': '841917730494873630', 'flags': 0}, {'version': 0, 'type': 0, 'topic': 'features to add to bot, once done message will be deleted to keep organized', 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [], 'parent_id': '841917730494873630', 'name': 'todo-features', 'last_message_id': '865789426663030814', 'id': '846943789633241088', 'flags': 0}, {'version': 0, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [], 'parent_id': '841917730494873630', 'name': 'testing-channel', 'last_pin_timestamp': '2021-06-06T19:36:31+00:00', 'last_message_id': '851219778417066054', 'id': '850889694342545408', 'flags': 0}], 'banner': None, 'profile': None, 'explicit_content_filter': 0, 'system_channel_id': None, 'region': 'deprecated', 'premium_tier': 0, 'soundboard_sounds': [], 'application_id': None, 'voice_states': [], 'emojis': [], 'afk_timeout': 300, 'discovery_splash': None, 'id': '756340071040417884', 'stickers': [], 'name': 'surprise bot testing c:', 'splash': None, 'features': [], 'home_header': None, 'threads': [], 'latest_onboarding_question_id': None, 'inventory_settings': None, 'guild_scheduled_events': [], 'nsfw_level': 0, 'max_members': 500000, 'public_updates_channel_id': None, 'nsfw': False, 'afk_channel_id': None, 'rules_channel_id': None, 'premium_subscription_count': 0, 'description': None, 'premium_features': None, 'lazy': True, 'vanity_url_code': None, 'safety_alerts_channel_id': None, 'icon': '434730e4244d101641e127368a5aa6ff', 'mfa_level': 0, 'verification_level': 0, 'application_command_counts': {}, 'large': False, 'hub_type': None, 'joined_at': '2025-05-22T22:09:28.053000+00:00', 'max_video_channel_users': 25, 'system_channel_flags': 0, 'member_count': 4, 'embedded_activities': [], 'preferred_locale': 'en-US', 'roles': [{'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '756340071040417884', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 0, 'unicode_emoji': None, 'tags': {'bot_id': '756340943594192896'}, 'position': 1, 'permissions': '8804617420031', 'name': 'Secretary Kim', 'mentionable': False, 'managed': True, 'id': '759592309221883926', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1747954883095, 'unicode_emoji': None, 'tags': {'bot_id': '1375222840340774994'}, 'position': 1, 'permissions': '563276371323968', 'name': 'Secretary Kim 2.0', 'mentionable': False, 'managed': True, 'id': '1375234133051179142', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'owner_id': '284879304582627329', 'activity_instances': [], 'version': 1747952105851, 'unavailable': False, 'incidents_data': None, 'moderator_reporting': None, 'presences': []}}
[2025-05-27 18:39:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-27 18:39:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '51b5a576c7b3983e1383b08527245582', 'members': [{'user': {'username': 'jmmxp', 'public_flags': 0, 'primary_guild': None, 'id': '107662024112115712', 'global_name': 'Kailer', 'display_name': 'Kailer', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '7fa117584a391d0210ec4359489ccfd3'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2021-05-03T04:24:50.570000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': '.l._.u', 'public_flags': 0, 'primary_guild': None, 'id': '284879304582627329', 'global_name': 'mcdonalds apple pie', 'display_name': 'mcdonalds apple pie', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'd847098944f781d84500c79b11976b82'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': 'Soda Juice', 'mute': False, 'joined_at': '2020-09-18T02:25:25.100000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Secretary Kim', 'public_flags': 0, 'primary_guild': None, 'id': '756340943594192896', 'global_name': None, 'display_name': None, 'discriminator': '1078', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'aa5342ff945366b8be1f9ad5fd291152'}, 'roles': ['759592309221883926'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2020-09-27T01:48:39.170000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Secretary Kim 2.0', 'public_flags': 0, 'primary_guild': None, 'id': '1375222840340774994', 'global_name': None, 'display_name': None, 'discriminator': '3142', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '203937427685ca37c5fb981f7fd96ff5'}, 'roles': ['1375234133051179142'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-22T22:09:28.053000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '756340071040417884', 'chunk_index': 0, 'chunk_count': 1}}
[2025-05-27 18:39:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-27 18:39:09] [DEBUG   ] discord.state: Processed a chunk for 4 members in guild ID 756340071040417884.
[2025-05-27 18:39:11] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-05-27 18:39:11] [DEBUG   ] discord.client: Dispatching event ready
[2025-05-27 18:39:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 4, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-28T00:39:18.777000+00:00', 'pinned': False, 'nonce': '1377083779859873792', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': 'Soda Juice', 'mute': False, 'joined_at': '2020-09-18T02:25:25.100000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1377083782707810467', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '`ppl laura', 'components': [], 'channel_type': 0, 'channel_id': '809995183562555433', 'author': {'username': '.l._.u', 'public_flags': 0, 'primary_guild': None, 'id': '284879304582627329', 'global_name': 'mcdonalds apple pie', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'd847098944f781d84500c79b11976b82'}, 'attachments': [], 'guild_id': '756340071040417884'}}
[2025-05-27 18:39:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-27 18:39:18] [DEBUG   ] discord.client: Dispatching event message
[2025-05-27 18:39:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-28T00:39:19.535000+00:00', 'pinned': False, 'nonce': '12127010190520752416', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1375234133051179142'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-22T22:09:28.053000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1377083785887223809', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Laura, Laura House, Laura Flaherty, Laura Montgomery, Laura Jeanes', 'components': [], 'channel_type': 0, 'channel_id': '809995183562555433', 'author': {'username': 'Secretary Kim 2.0', 'public_flags': 0, 'primary_guild': None, 'id': '1375222840340774994', 'global_name': None, 'discriminator': '3142', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '203937427685ca37c5fb981f7fd96ff5'}, 'attachments': [], 'guild_id': '756340071040417884'}}
[2025-05-27 18:39:19] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-27 18:39:19] [DEBUG   ] discord.client: Dispatching event message
[2025-05-27 18:39:19] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/809995183562555433/messages with {"content":"Laura, Laura House, Laura Flaherty, Laura Montgomery, Laura Jeanes","components":[],"nonce":"12127010190520752416","enforce_nonce":true,"tts":false} has returned 200
[2025-05-27 18:39:19] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-05-27 18:39:19] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/809995183562555433/messages has received {'type': 0, 'content': 'Laura, Laura House, Laura Flaherty, Laura Montgomery, Laura Jeanes', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-05-28T00:39:19.535000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1377083785887223809', 'channel_id': '809995183562555433', 'author': {'id': '1375222840340774994', 'username': 'Secretary Kim 2.0', 'avatar': '203937427685ca37c5fb981f7fd96ff5', 'discriminator': '3142', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '12127010190520752416'}
[2025-05-27 18:39:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 6, 'op': 0, 'd': {'user_id': '284879304582627329', 'timestamp': 1748392775, 'member': {'user': {'username': '.l._.u', 'public_flags': 0, 'primary_guild': None, 'id': '284879304582627329', 'global_name': 'mcdonalds apple pie', 'display_name': 'mcdonalds apple pie', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'd847098944f781d84500c79b11976b82'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': 'Soda Juice', 'mute': False, 'joined_at': '2020-09-18T02:25:25.100000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '809995183562555433', 'guild_id': '756340071040417884'}}
[2025-05-27 18:39:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-27 18:39:34] [DEBUG   ] discord.client: Dispatching event typing
[2025-05-27 18:39:34] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-05-27 18:39:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-28T00:39:36.332000+00:00', 'pinned': False, 'nonce': '1377083853402800128', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': 'Soda Juice', 'mute': False, 'joined_at': '2020-09-18T02:25:25.100000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1377083856338944021', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '`ppl thomas', 'components': [], 'channel_type': 0, 'channel_id': '809995183562555433', 'author': {'username': '.l._.u', 'public_flags': 0, 'primary_guild': None, 'id': '284879304582627329', 'global_name': 'mcdonalds apple pie', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'd847098944f781d84500c79b11976b82'}, 'attachments': [], 'guild_id': '756340071040417884'}}
[2025-05-27 18:39:35] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-27 18:39:35] [DEBUG   ] discord.client: Dispatching event message
[2025-05-27 18:39:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 8, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-28T00:39:37.144000+00:00', 'pinned': False, 'nonce': '365828393830003461', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1375234133051179142'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-22T22:09:28.053000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1377083859744719020', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Thomas, Thomas, Thomas Henke, Thomas Ruben, Jason Thomas', 'components': [], 'channel_type': 0, 'channel_id': '809995183562555433', 'author': {'username': 'Secretary Kim 2.0', 'public_flags': 0, 'primary_guild': None, 'id': '1375222840340774994', 'global_name': None, 'discriminator': '3142', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '203937427685ca37c5fb981f7fd96ff5'}, 'attachments': [], 'guild_id': '756340071040417884'}}
[2025-05-27 18:39:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-27 18:39:36] [DEBUG   ] discord.client: Dispatching event message
[2025-05-27 18:39:36] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/809995183562555433/messages with {"content":"Thomas, Thomas, Thomas Henke, Thomas Ruben, Jason Thomas","components":[],"nonce":"365828393830003461","enforce_nonce":true,"tts":false} has returned 200
[2025-05-27 18:39:36] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/809995183562555433/messages has received {'type': 0, 'content': 'Thomas, Thomas, Thomas Henke, Thomas Ruben, Jason Thomas', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-05-28T00:39:37.144000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1377083859744719020', 'channel_id': '809995183562555433', 'author': {'id': '1375222840340774994', 'username': 'Secretary Kim 2.0', 'avatar': '203937427685ca37c5fb981f7fd96ff5', 'discriminator': '3142', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '365828393830003461'}
[2025-05-27 18:39:50] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 8.
[2025-05-27 18:39:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-27 18:40:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 9, 'op': 0, 'd': {'user_id': '284879304582627329', 'timestamp': 1748392814, 'member': {'user': {'username': '.l._.u', 'public_flags': 0, 'primary_guild': None, 'id': '284879304582627329', 'global_name': 'mcdonalds apple pie', 'display_name': 'mcdonalds apple pie', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'd847098944f781d84500c79b11976b82'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': 'Soda Juice', 'mute': False, 'joined_at': '2020-09-18T02:25:25.100000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '809995183562555433', 'guild_id': '756340071040417884'}}
[2025-05-27 18:40:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-27 18:40:14] [DEBUG   ] discord.client: Dispatching event typing
[2025-05-27 18:40:14] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-05-27 18:40:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-28T00:40:19.406000+00:00', 'pinned': False, 'nonce': '1377084033640431616', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': 'Soda Juice', 'mute': False, 'joined_at': '2020-09-18T02:25:25.100000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1377084037004267603', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '`ppl laura german', 'components': [], 'channel_type': 0, 'channel_id': '809995183562555433', 'author': {'username': '.l._.u', 'public_flags': 0, 'primary_guild': None, 'id': '284879304582627329', 'global_name': 'mcdonalds apple pie', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'd847098944f781d84500c79b11976b82'}, 'attachments': [], 'guild_id': '756340071040417884'}}
[2025-05-27 18:40:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-27 18:40:18] [DEBUG   ] discord.client: Dispatching event message
[2025-05-27 18:40:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-28T00:40:20.157000+00:00', 'pinned': False, 'nonce': '16181860022663258529', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1375234133051179142'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-22T22:09:28.053000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1377084040154452120', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'no items found', 'components': [], 'channel_type': 0, 'channel_id': '809995183562555433', 'author': {'username': 'Secretary Kim 2.0', 'public_flags': 0, 'primary_guild': None, 'id': '1375222840340774994', 'global_name': None, 'discriminator': '3142', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '203937427685ca37c5fb981f7fd96ff5'}, 'attachments': [], 'guild_id': '756340071040417884'}}
[2025-05-27 18:40:19] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-27 18:40:19] [DEBUG   ] discord.client: Dispatching event message
[2025-05-27 18:40:19] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/809995183562555433/messages with {"content":"no items found","components":[],"nonce":"16181860022663258529","enforce_nonce":true,"tts":false} has returned 200
[2025-05-27 18:40:19] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/809995183562555433/messages has received {'type': 0, 'content': 'no items found', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-05-28T00:40:20.157000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1377084040154452120', 'channel_id': '809995183562555433', 'author': {'id': '1375222840340774994', 'username': 'Secretary Kim 2.0', 'avatar': '203937427685ca37c5fb981f7fd96ff5', 'discriminator': '3142', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '16181860022663258529'}
[2025-05-27 18:40:32] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-05-27 18:40:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-27 18:41:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-05-27 18:41:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-27 18:41:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-05-27 18:41:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
